"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント数","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント数"
"1995237147343827092","https://twitter.com/nekosukexx/status/1995237147343827092","Z世代の若手でマジ致命的なのって、
・質問が遅い
・期日を守る気がない
・言われた”作業”だけで良いと思ってる
など典型的だが、中でもとくにキツいのは、
　　　　　　　　　　　　　　　　　　　　　　　　　　
『考えているようで、立ち止まってる時間が長い』…","2025-11-30 21:03 +0000","1710024.0","15955.0","0.009330278405449281","393.0","50.0","4593.0","1453.0","4.0","0.0","9456.0","0.0","0","0","6","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1995132178959896831","https://twitter.com/nekosukexx/status/1995132178959896831","@gon_teamup ありがとうございます、まさにですね…🥺","2025-11-30 14:05 +0000","7.0","3.0","0.42857142857142855","0.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1995132077625504038","https://twitter.com/nekosukexx/status/1995132077625504038","@keiriman_voice ですよね……笑","2025-11-30 14:05 +0000","20.0","1.0","0.05","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994936624287981737","https://twitter.com/nekosukexx/status/1994936624287981737","@shujinara ありがとうございます…！w","2025-11-30 01:08 +0000","27.0","2.0","0.07407407407407407","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994882057269645812","https://twitter.com/nekosukexx/status/1994882057269645812","先日「面接官してる」と呟いたら、「人事のクセに.....」という謎のリプを頂いた。

まさか、面接官はみんな人事だと思ってる人がいるのだろうか。学生か、採用に1ミリも関わったことがない末端平社員なのだろうか。アーメン。","2025-11-29 21:32 +0000","1297.0","26.0","0.020046260601387818","0.0","2.0","16.0","2.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994643836120043576","https://twitter.com/nekosukexx/status/1994643836120043576","@shujinara 自分の棚卸し、まさにですね・・・！","2025-11-29 05:45 +0000","202.0","1.0","0.0049504950495049506","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994643789777178936","https://twitter.com/nekosukexx/status/1994643789777178936","@takagictd0106 高木さんありがとうございます、同じくそう思います・・・","2025-11-29 05:45 +0000","119.0","1.0","0.008403361344537815","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994643703642952152","https://twitter.com/nekosukexx/status/1994643703642952152","@ray_load50 ちょっと厳しいと思ってしまいました。。。","2025-11-29 05:44 +0000","146.0","2.0","0.0136986301369863","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994643664526872721","https://twitter.com/nekosukexx/status/1994643664526872721","@marcomarco_0126 マルコさんありがとうございます、仰る通りですね・・・🥺","2025-11-29 05:44 +0000","220.0","2.0","0.00909090909090909","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994583254889107540","https://twitter.com/nekosukexx/status/1994583254889107540","@nyansukestudy 勢いがすごいです......！","2025-11-29 01:44 +0000","72.0","8.0","0.1111111111111111","0.0","1.0","3.0","4.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994512497450336295","https://twitter.com/nekosukexx/status/1994512497450336295","ベンチャーで面接官してるが、法政卒27才の女性から聞いた転職理由は、
・上司が怖かった
・成長できないと思った
・人間関係が合わなかった
・残業を毎日１時間していた
と、文句ばかり一丁前なのに、自分に足りなかった点を聞くと、…","2025-11-28 21:03 +0000","6294.0","96.0","0.015252621544327931","3.0","6.0","29.0","14.0","0.0","0.0","44.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994372261982433552","https://twitter.com/nekosukexx/status/1994372261982433552","@KenTana2020 間違いないっすね……","2025-11-28 11:46 +0000","216.0","2.0","0.009259259259259259","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994263251861852215","https://twitter.com/nekosukexx/status/1994263251861852215","@keiriman_voice ありがとうございます、まさにですね…！","2025-11-28 04:33 +0000","41.0","1.0","0.024390243902439025","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994235741824507994","https://twitter.com/nekosukexx/status/1994235741824507994","@shujinara ありがとうございます！","2025-11-28 02:43 +0000","84.0","2.0","0.023809523809523808","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994220127517118815","https://twitter.com/nekosukexx/status/1994220127517118815","@glucksvogel ふぉーげるさんありがとうございます、まさにですね・・・！😎","2025-11-28 01:41 +0000","68.0","1.0","0.014705882352941176","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994179558296441197","https://twitter.com/nekosukexx/status/1994179558296441197","@datemegane33 間違いないです…！","2025-11-27 23:00 +0000","42.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994177311109767278","https://twitter.com/nekosukexx/status/1994177311109767278","@gon_teamup 30代からこのクセをつけるのは難しいですもんね…","2025-11-27 22:51 +0000","64.0","1.0","0.015625","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994177182826893618","https://twitter.com/nekosukexx/status/1994177182826893618","@takagictd0106 高木さんありがとうございます、おっしゃる通り作業ですね🥺","2025-11-27 22:51 +0000","50.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994177107564412933","https://twitter.com/nekosukexx/status/1994177107564412933","@ray_load50 きっと停滞したまま終わりますよね……","2025-11-27 22:50 +0000","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994177043966144600","https://twitter.com/nekosukexx/status/1994177043966144600","@nekutai_start ありがとうございます、まさにですね…","2025-11-27 22:50 +0000","37.0","1.0","0.02702702702702703","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994177003763716329","https://twitter.com/nekosukexx/status/1994177003763716329","@24shindanshi 行動せず不満だけ語るのがいちばんダメですよね…","2025-11-27 22:50 +0000","62.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994176862444982489","https://twitter.com/nekosukexx/status/1994176862444982489","@misuji_xyz いずれ詰みますよね……","2025-11-27 22:49 +0000","59.0","1.0","0.01694915254237288","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994149983646568472","https://twitter.com/nekosukexx/status/1994149983646568472","マジで凡人で終わるZ世代の共通点って、

・学ばない
・変化は嫌い
・行動が少ない
・競争したくない
・自分の意見がない
・与えられた仕事だけ
・決裁がないと動けない
・プライドだけは守りたい
・転職の準備をする気がない

そのままだと、30代以降にマジで詰むけど大丈夫そ…？","2025-11-27 21:03 +0000","3152.0","82.0","0.02601522842639594","4.0","11.0","31.0","11.0","0.0","0.0","25.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1994012250269462981","https://twitter.com/nekosukexx/status/1994012250269462981","@gon_teamup ゴンさんありがとうございます、ポジティブに自分を洗脳できると強いですよね😎","2025-11-27 11:55 +0000","16.0","1.0","0.0625","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1993850563919008103","https://twitter.com/nekosukexx/status/1993850563919008103","@shujinara 奈良さんありがとうございます、まさにそう思いますね。","2025-11-27 01:13 +0000","27.0","2.0","0.07407407407407407","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1993820135615029567","https://twitter.com/nekosukexx/status/1993820135615029567","@jackson_career じゃくそんさん、ありがとうございます。
同じくそう思います！","2025-11-26 23:12 +0000","24.0","1.0","0.041666666666666664","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
