"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント数","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント数"
"1973155567331057736","https://twitter.com/nekosukexx/status/1973155567331057736","@takagictd0106 高木さんありがとうございます、まさにですよね…！","2025-09-30 22:38 +0000","171.0","1.0","0.005847953216374269","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1973147991424073862","https://twitter.com/nekosukexx/status/1973147991424073862","@ray_load50 必須だと思いますね！","2025-09-30 22:08 +0000","67.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1973147879960371217","https://twitter.com/nekosukexx/status/1973147879960371217","@24shindanshi たくさん、ありがとうございます。
意識したいですね！","2025-09-30 22:08 +0000","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1973146664807571692","https://twitter.com/nekosukexx/status/1973146664807571692","@NoOneknowsWhoo1 @ya___ma_da_ 転職エージェントはだいぶ昔なので、いまはずっと経営企画です。","2025-09-30 22:03 +0000","65.0","1.0","0.015384615384615385","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1973131487592780116","https://twitter.com/nekosukexx/status/1973131487592780116","若いときは勘違いしがちだけど、

『他の人の案にコメントだけする』人より、
『叩き台を出す』人の方が100倍エライからね。

口だけでスカしてるより、打席に立っていこう。","2025-09-30 21:03 +0000","4679.0","117.0","0.02500534302201325","7.0","8.0","64.0","11.0","0.0","0.0","27.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1972986849997295723","https://twitter.com/nekosukexx/status/1972986849997295723","@Daiki_A_market ものによっては、そう見えちゃいますよね・・・🥺","2025-09-30 11:28 +0000","4360.0","14.0","0.003211009174311927","0.0","1.0","2.0","9.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1972986754077806654","https://twitter.com/nekosukexx/status/1972986754077806654","@FanBeck51840 @ya___ma_da_ https://t.co/nUttZgmQPZ","2025-09-30 11:27 +0000","2439.0","10.0","0.004100041000410004","0.0","0.0","0.0","1.0","8.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1972963302742630586","https://twitter.com/nekosukexx/status/1972963302742630586","@2466Hiro @asunaro5555 もちろんベンチャーのフェーズにも、その人にもよると思いつつ、少なくともベンチャー初期の課題探索とかが得意なイメージはないです。","2025-09-30 09:54 +0000","2955.0","31.0","0.010490693739424704","2.0","1.0","1.0","7.0","0.0","0.0","20.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1972939257674412464","https://twitter.com/nekosukexx/status/1972939257674412464","@2ramKKDT0i6922 ありがとうございます、まさにですね😎","2025-09-30 08:19 +0000","285.0","2.0","0.007017543859649123","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1972901439031910835","https://twitter.com/nekosukexx/status/1972901439031910835","「ベンチャーって年収が低いのに激務でしょ？」と思ってる人、ガチで時代遅れ。ちゃんと選べば""年収""と""働きやすさ""が両立できる。

でも自分で見極めるのは難しいから、実際に私も転職するときフォースタートアップスというプロに相談した。pr

▼無料で相談▼
https://t.co/ihZ2sCoUOa https://t.co/CySrCDShHJ","2025-09-30 05:48 +0000","12209.0","103.0","0.008436399377508395","0.0","0.0","3.0","3.0","6.0","0.0","4.0","0.0","0","0","0","0","0","87","87","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
