code,CoName,S17Nm,S33Nm,ScaleCat,MktNm,MrgnNm
1689,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　天然ガス上場投資信託,その他,その他,-,その他,貸借
168A,イタミアート,情報通信・サービスその他,その他製品,-,グロース,信用
1690,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　ＷＴＩ　原油上場投資信託,その他,その他,-,その他,貸借
1691,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　ガソリン上場投資信託,その他,その他,-,その他,貸借
1692,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　アルミニウム上場投資信託,その他,その他,-,その他,貸借
1693,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　銅上場投資信託,その他,その他,-,その他,貸借
1694,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　ニッケル上場投資信託,その他,その他,-,その他,貸借
1695,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　小麦上場投資信託,その他,その他,-,その他,貸借
1696,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　とうもろこし上場投資信託,その他,その他,-,その他,貸借
1697,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　大豆上場投資信託,その他,その他,-,その他,貸借
1698,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド日本高配当（東証配当フォーカス１００）,その他,その他,-,その他,貸借
1699,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＮＯＭＵＲＡ　原油インデックス連動型上場投信,その他,その他,-,その他,貸借
170A,三井住友トラスト・アセットマネジメント株式会社　ＳＭＴ　ＥＴＦ日本好配当株アクティブ,その他,その他,-,その他,貸借
1711,ＳＤＳホールディングス,建設・資材,建設業,-,スタンダード,信用
1716,第一カッター興業,建設・資材,建設業,TOPIX Small 2,スタンダード,貸借
1717,明豊ファシリティワークス,情報通信・サービスその他,サービス業,-,スタンダード,信用
1718,美樹工業,建設・資材,建設業,-,スタンダード,信用
1719,安藤・間,建設・資材,建設業,TOPIX Mid400,プライム,貸借
171A,ゼロジャパン,商社・卸売,卸売業,-,TOKYO PRO MARKET,その他
1720,東急建設,建設・資材,建設業,TOPIX Small 1,プライム,貸借
1721,コムシスホールディングス,建設・資材,建設業,TOPIX Mid400,プライム,貸借
1723,日本電技,建設・資材,建設業,-,スタンダード,信用
1724,シンクレイヤ,建設・資材,建設業,-,スタンダード,信用
172A,ネオホーム,不動産,不動産業,-,TOKYO PRO MARKET,その他
1736,オーテック,建設・資材,建設業,-,スタンダード,信用
173A,ハンモック,情報通信・サービスその他,情報･通信業,-,グロース,信用
1758,太洋基礎工業,建設・資材,建設業,-,スタンダード,信用
175A,Ｗｉｌｌ　Ｓｍａｒｔ,情報通信・サービスその他,情報･通信業,-,グロース,信用
1762,高松コンストラクショングループ,建設・資材,建設業,TOPIX Small 2,プライム,貸借
1764,工藤建設,建設・資材,建設業,-,スタンダード,信用
1766,東建コーポレーション,建設・資材,建設業,TOPIX Small 1,プライム,貸借
1768,ソネック,建設・資材,建設業,-,スタンダード,貸借
1770,藤田エンジニアリング,建設・資材,建設業,-,スタンダード,信用
1773,ワイ・ティー・エル・コーポレーション・バーハッド,建設・資材,建設業,-,プライム,信用
177A,コージンバイオ,素材・化学,化学,-,グロース,信用
1780,ヤマウラ,建設・資材,建設業,TOPIX Small 2,プライム,貸借
1783,ｆａｎｔａｓｉｓｔａ,不動産,不動産業,-,スタンダード,信用
1786,オリエンタル白石,建設・資材,建設業,TOPIX Small 2,プライム,貸借
1787,ナカボーテック,建設・資材,建設業,-,スタンダード,信用
1788,三東工業社,建設・資材,建設業,-,スタンダード,信用
178A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　革新的優良企業　ＥＴＦ,その他,その他,-,その他,貸借
1793,大本組,建設・資材,建設業,-,スタンダード,信用
1795,マサル,建設・資材,建設業,-,スタンダード,信用
1798,守谷商会,建設・資材,建設業,-,スタンダード,信用
1799,第一建設工業,建設・資材,建設業,-,スタンダード,貸借
179A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　超長期米国債　ＥＴＦ（為替ヘッジあり）,その他,その他,-,その他,貸借
1801,大成建設,建設・資材,建設業,TOPIX Mid400,プライム,貸借
1802,大林組,建設・資材,建設業,TOPIX Mid400,プライム,貸借
1803,清水建設,建設・資材,建設業,TOPIX Mid400,プライム,貸借
1807,佐藤渡辺,建設・資材,建設業,-,スタンダード,信用
1808,長谷工コーポレーション,建設・資材,建設業,TOPIX Mid400,プライム,貸借
180A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　超長期米国債　ＥＴＦ,その他,その他,-,その他,貸借
1810,松井建設,建設・資材,建設業,TOPIX Small 2,スタンダード,貸借
1811,錢高組,建設・資材,建設業,-,スタンダード,貸借
1812,鹿島建設,建設・資材,建設業,TOPIX Mid400,プライム,貸借
1813,不動テトラ,建設・資材,建設業,TOPIX Small 2,プライム,貸借
1814,大末建設,建設・資材,建設業,-,プライム,貸借
1815,鉄建建設,建設・資材,建設業,TOPIX Small 2,プライム,貸借
181A,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ米国国債１−３年上場投信（為替ヘッジなし）,その他,その他,-,その他,貸借
1820,西松建設,建設・資材,建設業,TOPIX Mid400,プライム,貸借
1822,大豊建設,建設・資材,建設業,TOPIX Small 2,スタンダード,貸借
1826,佐田建設,建設・資材,建設業,-,スタンダード,貸借
1827,ナカノフドー建設,建設・資材,建設業,-,スタンダード,貸借
1828,田辺工業,建設・資材,建設業,-,スタンダード,信用
182A,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジなし）,その他,その他,-,その他,貸借
1833,奥村組,建設・資材,建設業,TOPIX Small 1,プライム,貸借
1835,東鉄工業,建設・資材,建設業,TOPIX Small 1,プライム,貸借
183A,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジあり）,その他,その他,-,その他,貸借
1840,土屋ホールディングス,建設・資材,建設業,-,スタンダード,貸借
1844,大盛工業,建設・資材,建設業,-,スタンダード,信用
1847,イチケン,建設・資材,建設業,-,スタンダード,信用
1848,富士ピー・エス,建設・資材,建設業,-,スタンダード,貸借
184A,学びエイド,情報通信・サービスその他,情報･通信業,-,グロース,信用
1850,南海辰村建設,建設・資材,建設業,-,スタンダード,信用
1852,淺沼組,建設・資材,建設業,TOPIX Small 1,プライム,貸借
1853,森組,建設・資材,建設業,-,スタンダード,信用
185A,リサイクルテック・ジャパン,情報通信・サービスその他,サービス業,-,TOKYO PRO MARKET,その他
1860,戸田建設,建設・資材,建設業,TOPIX Mid400,プライム,貸借
1861,熊谷組,建設・資材,建設業,TOPIX Small 1,プライム,貸借
1866,北野建設,建設・資材,建設業,-,スタンダード,貸借
1867,植木組,建設・資材,建設業,-,スタンダード,貸借
186A,アストロスケールホールディングス,情報通信・サービスその他,サービス業,-,グロース,貸借
1870,矢作建設工業,建設・資材,建設業,TOPIX Small 1,プライム,貸借
1871,ピーエス・コンストラクション,建設・資材,建設業,TOPIX Small 2,プライム,貸借
1873,日本ハウスホールディングス,建設・資材,建設業,TOPIX Small 2,プライム,信用
1878,大東建託,不動産,不動産業,TOPIX Mid400,プライム,貸借
1879,新日本建設,建設・資材,建設業,TOPIX Small 2,プライム,貸借
1882,東亜道路工業,建設・資材,建設業,TOPIX Small 1,プライム,貸借
1885,東亜建設工業,建設・資材,建設業,TOPIX Small 1,プライム,貸借
1887,日本国土開発,建設・資材,建設業,TOPIX Small 2,プライム,貸借
1888,若築建設,建設・資材,建設業,TOPIX Small 2,プライム,貸借
188A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　インド・トップ１０＋　ＥＴＦ,その他,その他,-,その他,貸借
1893,五洋建設,建設・資材,建設業,TOPIX Mid400,プライム,貸借
1897,金下建設,建設・資材,建設業,-,スタンダード,信用
1898,世紀東急工業,建設・資材,建設業,TOPIX Small 1,プライム,貸借
1899,福田組,建設・資材,建設業,TOPIX Small 2,プライム,貸借
189A,Ｄ＆Ｍカンパニー,情報通信・サービスその他,サービス業,-,グロース,信用
1904,大成温調,建設・資材,建設業,-,スタンダード,貸借
1905,テノックス,建設・資材,建設業,-,スタンダード,信用
1909,日本ドライケミカル,機械,機械,-,スタンダード,貸借
190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,医薬品,医薬品,-,グロース,信用
1911,住友林業,建設・資材,建設業,TOPIX Mid400,プライム,貸借
1914,日本基礎技術,建設・資材,建設業,-,スタンダード,貸借
1921,巴コーポレーション,建設・資材,建設業,-,スタンダード,貸借
1925,大和ハウス工業,建設・資材,建設業,TOPIX Large70,プライム,貸借
1926,ライト工業,建設・資材,建設業,TOPIX Small 1,プライム,貸借
1928,積水ハウス,建設・資材,建設業,TOPIX Large70,プライム,貸借
1929,日特建設,建設・資材,建設業,TOPIX Small 2,プライム,貸借
192A,インテグループ,情報通信・サービスその他,サービス業,-,グロース,信用
1930,北陸電気工事,建設・資材,建設業,TOPIX Small 2,プライム,貸借
1934,ユアテック,建設・資材,建設業,TOPIX Small 1,プライム,貸借
1938,日本リーテック,建設・資材,建設業,TOPIX Small 2,プライム,信用
1939,四電工,建設・資材,建設業,TOPIX Small 2,プライム,貸借
1941,中電工,建設・資材,建設業,TOPIX Small 1,プライム,貸借
1942,関電工,建設・資材,建設業,TOPIX Mid400,プライム,貸借
1944,きんでん,建設・資材,建設業,TOPIX Mid400,プライム,貸借
1945,東京エネシス,建設・資材,建設業,TOPIX Small 2,プライム,貸借
1946,トーエネック,建設・資材,建設業,TOPIX Small 2,プライム,貸借
1948,弘電社,建設・資材,建設業,-,スタンダード,信用
194A,ＷＯＬＶＥＳ　ＨＡＮＤ,情報通信・サービスその他,サービス業,-,グロース,信用
1950,日本電設工業,建設・資材,建設業,TOPIX Small 1,プライム,貸借
1951,エクシオグループ,建設・資材,建設業,TOPIX Mid400,プライム,貸借
1952,新日本空調,建設・資材,建設業,TOPIX Small 1,プライム,貸借
1959,クラフティア,建設・資材,建設業,TOPIX Mid400,プライム,貸借
195A,ＭＵＳＣＡＴ　ＧＲＯＵＰ,情報通信・サービスその他,サービス業,-,グロース,信用
